Player,2024 Salary,2024 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Victoria Vivians,76535,UFA,35,15,12.7,3.1,1.2,3.5,33.3%,0.5,1.5,35.2%,0.6,2.0,31.9%,0.2,0.3,66.7%,0.5,1.4,2.0,0.8,0.6,0.4,0.2,1.2
Veronica Burton,50180,UFA,31,1,12.7,3.1,0.8,2.3,36.1%,0.4,1.1,37.1%,0.4,1.2,35.1%,1.0,1.2,83.8%,0.4,1.0,1.4,1.9,0.5,0.5,0.2,1.0
Ezinne Kalu,1270,Hardship,1,0,12.7,3.0,1.0,3.0,33.3%,1.0,2.0,50.0%,0.0,1.0,0.0%,1.0,1.0,100.0%,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
Kaela Davis,5304,Hardship,4,0,12.9,3.0,1.0,3.0,33.3%,0.5,2.5,20.0%,0.5,0.5,100.0%,0.5,1.0,50.0%,0.3,0.8,1.0,0.3,1.0,0.3,0.5,1.3
Kaela Davis,1516,Hardship,4,0,12.9,3.0,1.0,3.0,33.3%,0.5,2.5,20.0%,0.5,0.5,100.0%,0.5,1.0,50.0%,0.3,0.8,1.0,0.3,1.0,0.3,0.5,1.3
Joyner Holmes,61380,UFA,27,0,8.5,2.9,1.2,2.9,42.3%,1.0,1.7,57.4%,0.2,1.1,19.4%,0.3,0.4,63.6%,0.5,1.3,1.8,0.9,0.8,0.2,0.2,1.0
Diamond Miller,75792,,21,4,10.1,2.9,1.0,3.3,30.4%,0.8,2.0,37.2%,0.2,1.2,19.2%,0.7,1.1,58.3%,0.4,1.3,1.8,0.6,0.9,0.3,0.0,1.1
Kierstan Bell,74398,Rookie,6,0,7.2,2.8,1.0,2.7,37.5%,0.3,1.3,25.0%,0.7,1.3,50.0%,0.2,0.3,50.0%,0.2,0.8,1.0,0.8,0.2,0.0,0.0,0.8
Grace Berger,72727,,11,0,9.3,2.8,0.9,2.3,40.0%,0.7,1.8,40.0%,0.2,0.5,40.0%,0.8,1.3,64.3%,0.4,1.0,1.4,0.6,0.9,0.5,0.0,1.1
Jaelyn Brown,64154,Rookie,14,1,10.1,2.6,1.1,2.2,48.4%,0.6,1.4,47.4%,0.4,0.9,50.0%,0.1,0.2,33.3%,0.5,1.0,1.5,0.4,0.9,0.3,0.3,1.1
Celeste Taylor,29962,,22,4,14.9,2.6,1.0,2.8,33.9%,0.7,1.5,46.9%,0.3,1.4,20.0%,0.5,0.8,55.6%,0.3,1.0,1.3,1.3,1.0,0.7,0.5,1.0
Celeste Taylor,13338,UFA,22,4,14.9,2.6,1.0,2.8,33.9%,0.7,1.5,46.9%,0.3,1.4,20.0%,0.5,0.8,55.6%,0.3,1.0,1.3,1.3,1.0,0.7,0.5,1.0
Celeste Taylor,8893,UFA,22,4,14.9,2.6,1.0,2.8,33.9%,0.7,1.5,46.9%,0.3,1.4,20.0%,0.5,0.8,55.6%,0.3,1.0,1.3,1.3,1.0,0.7,0.5,1.0
Celeste Taylor,4446,UFA,22,4,14.9,2.6,1.0,2.8,33.9%,0.7,1.5,46.9%,0.3,1.4,20.0%,0.5,0.8,55.6%,0.3,1.0,1.3,1.3,1.0,0.7,0.5,1.0
Kate Martin,67249,Rookie,34,2,11.5,2.6,0.8,2.6,30.7%,0.1,0.8,19.2%,0.6,1.8,35.5%,0.3,0.4,91.7%,0.2,1.4,1.6,0.9,0.6,0.2,0.2,0.9
Amy Atwell,8892,UFA,6,0,9.9,2.5,0.7,2.5,26.7%,0.2,0.3,50.0%,0.5,2.2,23.1%,0.7,0.8,80.0%,0.5,0.5,1.0,1.0,0.3,0.0,0.2,0.5
Amy Atwell,635,UFA,6,0,9.9,2.5,0.7,2.5,26.7%,0.2,0.3,50.0%,0.5,2.2,23.1%,0.7,0.8,80.0%,0.5,0.5,1.0,1.0,0.3,0.0,0.2,0.5
Sydney Colson,76535,UFA,31,1,8.0,2.5,0.9,2.1,42.2%,0.4,0.9,48.1%,0.5,1.2,37.8%,0.3,0.3,88.9%,0.0,0.4,0.5,1.0,0.5,0.5,0.2,0.7
DiDi Richards,64154,UFA,19,7,10.4,2.4,1.1,2.6,40.0%,1.1,2.4,43.5%,0.0,0.2,0.0%,0.3,0.7,42.9%,0.5,1.0,1.5,0.7,0.4,0.1,0.2,0.8
Alissa Pili,73439,,22,0,6.3,2.4,0.9,2.0,42.2%,0.5,0.8,55.6%,0.4,1.2,33.3%,0.3,0.5,54.5%,0.3,1.0,1.2,0.2,0.9,0.2,0.1,1.3
Sug Sutton,64154,Reserved,29,0,13.1,2.3,0.8,2.7,30.4%,0.5,1.3,36.8%,0.3,1.4,24.4%,0.3,0.4,69.2%,0.2,0.8,1.0,2.1,1.2,0.6,0.0,0.9
Morgan Bertsch,19056,Reserved,11,0,9.1,2.0,0.5,2.7,20.0%,0.4,1.4,26.7%,0.2,1.4,13.3%,0.7,0.9,80.0%,0.7,0.8,1.5,0.2,1.2,0.1,0.1,1.3
Morgan Bertsch,2858,Reserved,11,0,9.1,2.0,0.5,2.7,20.0%,0.4,1.4,26.7%,0.2,1.4,13.3%,0.7,0.9,80.0%,0.7,0.8,1.5,0.2,1.2,0.1,0.1,1.3
Jaylyn Sherrod,17150,UFA,10,0,3.7,1.9,0.7,1.4,50.0%,0.5,0.8,62.5%,0.2,0.6,33.3%,0.3,0.6,50.0%,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0.4
Jaylyn Sherrod,13338,UFA,10,0,3.7,1.9,0.7,1.4,50.0%,0.5,0.8,62.5%,0.2,0.6,33.3%,0.3,0.6,50.0%,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0.4
Liz Dixon,32395,UFA,17,0,9.4,1.8,0.6,1.7,37.9%,0.6,1.7,37.9%,0.0,0.0,--,0.5,0.6,80.0%,0.8,1.6,2.4,0.5,0.5,0.1,0.5,0.8
Liz Dixon,4446,UFA,17,0,9.4,1.8,0.6,1.7,37.9%,0.6,1.7,37.9%,0.0,0.0,--,0.5,0.6,80.0%,0.8,1.6,2.4,0.5,0.5,0.1,0.5,0.8
Queen Egbo,18415,,8,0,3.6,1.5,0.6,1.5,41.7%,0.6,1.5,41.7%,0.0,0.0,--,0.3,0.3,100.0%,0.4,0.9,1.3,0.0,0.0,0.4,0.1,0.5
Queen Egbo,8892,UFA,8,0,3.6,1.5,0.6,1.5,41.7%,0.6,1.5,41.7%,0.0,0.0,--,0.3,0.3,100.0%,0.4,0.9,1.3,0.0,0.0,0.4,0.1,0.5
Queen Egbo,6352,Hardship,8,0,3.6,1.5,0.6,1.5,41.7%,0.6,1.5,41.7%,0.0,0.0,--,0.3,0.3,100.0%,0.4,0.9,1.3,0.0,0.0,0.4,0.1,0.5
Queen Egbo,2541,UFA,8,0,3.6,1.5,0.6,1.5,41.7%,0.6,1.5,41.7%,0.0,0.0,--,0.3,0.3,100.0%,0.4,0.9,1.3,0.0,0.0,0.4,0.1,0.5
Kiah Stokes,100000,UFA,39,29,18.4,1.4,0.5,1.6,32.3%,0.3,0.6,50.0%,0.2,1.0,22.5%,0.2,0.2,66.7%,0.6,4.1,4.7,0.7,0.4,0.5,0.8,1.7
Moriah Jefferson,141500,UFA,23,0,8.0,1.3,0.4,1.8,21.4%,0.2,1.0,21.7%,0.2,0.8,21.1%,0.4,0.4,90.0%,0.1,0.3,0.4,1.3,0.3,0.3,0.0,0.7
Brianna Turner,150000,,27,2,9.4,1.2,0.6,1.0,61.5%,0.6,1.0,61.5%,0.0,0.0,--,0.0,0.1,50.0%,0.4,1.6,2.0,0.4,0.4,0.3,0.5,1.0
Marquesha Davis,70344,Rookie,20,0,4.0,1.2,0.5,1.1,40.9%,0.4,1.1,38.1%,0.1,0.1,100.0%,0.3,0.4,71.4%,0.1,0.4,0.5,0.2,0.2,0.1,0.2,0.6
Laeticia Amihere,72727,,16,0,5.2,1.2,0.4,1.6,26.9%,0.4,1.6,26.9%,0.0,0.0,--,0.3,1.1,29.4%,0.8,0.9,1.7,0.2,0.5,0.1,0.2,0.4
Lorela Cubaj,64154,UFA,28,1,7.9,1.2,0.5,1.3,42.9%,0.5,1.3,42.9%,0.0,0.0,--,0.1,0.2,60.0%,0.7,0.8,1.5,0.5,0.4,0.3,0.1,1.2
Astou Ndour-Fall,125000,UFA,22,0,4.2,1.1,0.4,1.2,34.6%,0.3,0.7,43.8%,0.1,0.5,20.0%,0.2,0.3,83.3%,0.1,0.7,0.8,0.0,0.1,0.0,0.2,0.5
Stephanie Soares,76535,,22,3,8.0,1.1,0.5,1.5,29.4%,0.4,1.0,36.4%,0.1,0.5,16.7%,0.1,0.1,100.0%,0.8,1.3,2.1,0.5,0.5,0.1,0.4,0.8
Charisma Osborne,45098,UFA,2,0,5.0,1.0,0.5,1.0,50.0%,0.5,1.0,50.0%,0.0,0.0,--,0.0,0.0,--,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5
Jakia Brown-Turner,8892,Hardship,2,0,4.0,1.0,0.0,0.5,0.0%,0.0,0.5,0.0%,0.0,0.0,--,1.0,1.0,100.0%,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0
Jakia Brown-Turner,3811,Hardship,2,0,4.0,1.0,0.0,0.5,0.0%,0.0,0.5,0.0%,0.0,0.0,--,1.0,1.0,100.0%,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0
Kysre Gondrezick,30489,UFA,5,0,3.3,1.0,0.4,1.4,28.6%,0.2,0.2,100.0%,0.2,1.2,16.7%,0.0,0.0,--,0.2,0.2,0.4,0.4,0.6,0.8,0.0,0.4
Lou Lopez Sénéchal,72727,Rookie,27,0,4.6,0.9,0.4,1.3,29.4%,0.3,0.7,36.8%,0.1,0.6,20.0%,0.1,0.1,50.0%,0.1,0.3,0.4,0.4,0.2,0.1,0.0,0.5
Victaria Saxton,64154,Rookie,9,0,2.5,0.9,0.3,1.0,33.3%,0.2,0.6,40.0%,0.1,0.4,25.0%,0.1,0.2,50.0%,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.4
Dulcy Fankam Mendjiadeu,13188,,7,0,5.2,0.9,0.3,0.4,66.7%,0.3,0.4,66.7%,0.0,0.0,--,0.3,0.9,33.3%,0.6,0.7,1.3,0.1,0.4,0.0,0.0,0.7
Kiana Williams,32395,UFA,13,0,3.5,0.8,0.3,1.2,25.0%,0.1,0.5,14.3%,0.2,0.7,33.3%,0.0,0.0,--,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.2
Kiana Williams,8892,UFA,13,0,3.5,0.8,0.3,1.2,25.0%,0.1,0.5,14.3%,0.2,0.7,33.3%,0.0,0.0,--,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.2
Olivia Époupa,64154,Rookie,17,0,6.7,0.8,0.4,0.9,37.5%,0.4,0.9,37.5%,0.0,0.0,--,0.1,0.1,100.0%,0.4,0.8,1.1,1.5,0.9,0.8,0.0,0.8
Olivia Époupa,635,UFA,17,0,6.7,0.8,0.4,0.9,37.5%,0.4,0.9,37.5%,0.0,0.0,--,0.1,0.1,100.0%,0.4,0.8,1.1,1.5,0.9,0.8,0.0,0.8
Emma Cannon,0,UFA,5,0,1.8,0.8,0.4,0.6,66.7%,0.4,0.4,100.0%,0.0,0.2,0.0%,0.0,0.0,--,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.0
Emma Cannon,27280,UFA,5,0,1.8,0.8,0.4,0.6,66.7%,0.4,0.4,100.0%,0.0,0.2,0.0%,0.0,0.0,--,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.0
Nika Mühl,67249,Rookie,16,0,3.6,0.1,0.1,0.9,7.1%,0.1,0.2,33.3%,0.0,0.7,0.0%,0.0,0.0,--,0.4,0.3,0.6,0.4,0.3,0.1,0.0,0.6
Caitlin Bickle,13339,UFA,8,0,1.8,0.0,0.0,0.4,0.0%,0.0,0.0,--,0.0,0.4,0.0%,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Caitlin Bickle,8892,UFA,8,0,1.8,0.0,0.0,0.4,0.0%,0.0,0.0,--,0.0,0.4,0.0%,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Dyaisha Fair,9987,Rookie,1,0,3.9,0.0,0.0,2.0,0.0%,0.0,1.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jessika Carter,10798,UFA,2,0,2.2,0.0,0.0,0.5,0.0%,0.0,0.5,0.0%,0.0,0.0,--,0.0,1.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Soule,8893,UFA,2,0,1.5,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
