Player,2023 Salary,2023 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Awak Kuier,78586,Rookie,37,4,10.8,2.6,1.0,2.5,39.6%,0.9,1.8,50.0%,0.1,0.6,8.7%,0.6,0.7,77.8%,0.6,1.9,2.5,0.5,0.6,0.2,0.6,0.8
Yvonne Turner,74305,UFA,21,7,9.2,2.5,0.9,2.0,46.3%,0.9,1.8,47.4%,0.0,0.1,33.3%,0.7,0.9,77.8%,0.1,1.0,1.1,0.9,0.7,0.4,0.1,0.7
Veronica Burton,70609,Rookie,40,13,13.9,2.4,0.6,2.1,29.4%,0.3,0.9,32.4%,0.3,1.2,27.1%,0.8,0.9,91.2%,0.6,1.2,1.8,2.2,0.4,0.7,0.3,1.4
Cayla George,74305,UFA,32,0,8.5,2.3,0.9,3.3,28.8%,0.5,1.3,37.5%,0.5,2.0,23.4%,0.0,0.1,0.0%,0.5,1.3,1.8,0.4,0.8,0.3,0.2,1.1
Nyara Sabally,71300,Rookie,33,0,7.9,2.3,0.8,1.8,42.4%,0.7,1.5,46.0%,0.1,0.3,22.2%,0.7,1.0,75.0%,0.6,1.5,2.1,0.2,0.5,0.1,0.2,1.2
Jennie Simms,16248,UFA,6,0,11.7,2.2,0.7,2.3,28.6%,0.7,1.5,44.4%,0.0,0.8,0.0%,0.8,1.2,71.4%,0.7,1.5,2.2,0.5,1.0,0.3,0.0,1.2
Jennie Simms,2031,Hardship,6,0,11.7,2.2,0.7,2.3,28.6%,0.7,1.5,44.4%,0.0,0.8,0.0%,0.8,1.2,71.4%,0.7,1.5,2.2,0.5,1.0,0.3,0.0,1.2
Kiah Stokes,81000,UFA,40,22,19.8,2.2,0.9,2.1,43.4%,0.8,1.4,55.4%,0.1,0.7,18.5%,0.2,0.5,50.0%,1.1,4.7,5.9,0.6,0.4,0.7,1.0,1.8
Jasmine Dickey,23289,Rookie,14,0,6.2,2.1,0.9,2.4,38.2%,0.9,2.4,39.4%,0.0,0.1,0.0%,0.2,0.4,50.0%,0.5,0.3,0.8,0.1,0.4,0.3,0.1,1.1
Ashley Joens,24413,,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens,7853,Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens,5686,Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens,2843,Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens,2437,Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Bernadett Hatar,25456,UFA,6,0,7.9,2.0,1.0,2.7,37.5%,1.0,2.7,37.5%,0.0,0.0,--,0.0,0.0,--,0.5,1.0,1.5,0.2,0.7,0.7,0.3,1.5
Bernadett Hatar,12457,SuspCE,6,0,7.9,2.0,1.0,2.7,37.5%,1.0,2.7,37.5%,0.0,0.0,--,0.0,0.0,--,0.5,1.0,1.5,0.2,0.7,0.7,0.3,1.5
Madi Williams,6634,Hardship,5,0,9.3,2.0,1.0,3.0,33.3%,1.0,2.4,41.7%,0.0,0.6,0.0%,0.0,0.0,--,0.4,0.6,1.0,0.2,1.2,0.4,0.2,1.2
Odyssey Sims,48460,UFA,28,0,12.0,2.0,0.8,2.5,30.4%,0.7,1.9,35.2%,0.1,0.5,13.3%,0.4,0.7,55.0%,0.3,1.0,1.3,2.2,0.6,0.4,0.0,1.1
Odyssey Sims,4361,Hardship,28,0,12.0,2.0,0.8,2.5,30.4%,0.7,1.9,35.2%,0.1,0.5,13.3%,0.4,0.7,55.0%,0.3,1.0,1.3,2.2,0.6,0.4,0.0,1.1
Maya Caldwell,68000,UFA,30,1,10.1,1.9,0.7,2.4,29.2%,0.6,1.4,39.5%,0.1,1.0,13.8%,0.4,0.5,85.7%,0.3,0.6,0.9,0.6,0.7,0.3,0.1,0.9
Liz Dixon,23289,UFA,14,0,5.6,1.9,0.7,1.4,52.6%,0.7,1.4,52.6%,0.0,0.0,--,0.5,0.6,87.5%,0.6,0.4,1.1,0.2,0.3,0.0,0.2,0.3
Liz Dixon,10425,Hardship,14,0,5.6,1.9,0.7,1.4,52.6%,0.7,1.4,52.6%,0.0,0.0,--,0.5,0.6,87.5%,0.6,0.4,1.1,0.2,0.3,0.0,0.2,0.3
Liz Dixon,1219,Hardship,14,0,5.6,1.9,0.7,1.4,52.6%,0.7,1.4,52.6%,0.0,0.0,--,0.5,0.6,87.5%,0.6,0.4,1.1,0.2,0.3,0.0,0.2,0.3
Kristine Anigwe,31014,UFA,13,0,6.8,1.9,0.8,1.8,41.7%,0.8,1.8,43.5%,0.0,0.1,0.0%,0.4,0.6,62.5%,0.6,1.1,1.7,0.3,0.5,0.2,0.4,1.8
Kristine Anigwe,7431,UFA,13,0,6.8,1.9,0.8,1.8,41.7%,0.8,1.8,43.5%,0.0,0.1,0.0%,0.4,0.6,62.5%,0.6,1.1,1.7,0.3,0.5,0.2,0.4,1.8
Epiphanny Prince,27622,Hardship,10,0,7.1,1.8,0.6,1.5,40.0%,0.3,0.5,60.0%,0.3,1.0,30.0%,0.3,0.3,100.0%,0.1,0.5,0.6,0.8,0.7,0.2,0.1,0.6
Emily Engstler,17467,Hardship,12,0,7.8,1.8,0.7,1.8,38.1%,0.5,1.2,42.9%,0.2,0.6,28.6%,0.3,0.7,37.5%,0.9,1.5,2.4,0.6,0.8,0.4,0.1,0.7
Emily Engstler,2843,Hardship,12,0,7.8,1.8,0.7,1.8,38.1%,0.5,1.2,42.9%,0.2,0.6,28.6%,0.3,0.7,37.5%,0.9,1.5,2.4,0.6,0.8,0.4,0.1,0.7
Iliana Rupert,67634,Rookie,20,0,7.9,1.8,0.6,1.7,35.3%,0.3,0.6,50.0%,0.3,1.1,27.3%,0.3,0.4,62.5%,0.4,1.6,2.0,0.5,0.5,0.4,0.4,1.1
Amanda Zahui B.,74305,,34,1,7.4,1.7,0.5,2.1,25.7%,0.4,1.0,36.4%,0.2,1.1,16.2%,0.4,0.6,75.0%,0.2,0.9,1.1,0.3,0.4,0.2,0.5,1.3
Nia Clouden,67634,Rookie,5,1,10.8,1.6,0.6,2.0,30.0%,0.4,1.4,28.6%,0.2,0.6,33.3%,0.2,0.4,50.0%,0.0,0.4,0.4,1.8,1.6,0.0,0.0,1.0
Han Xu,62285,Reserved,8,0,4.4,1.5,0.8,2.5,30.0%,0.8,1.6,46.2%,0.0,0.9,0.0%,0.0,0.0,--,0.4,0.5,0.9,0.0,0.6,0.3,0.1,0.3
Kaila Charles,12999,UFA,4,0,10.3,1.5,0.8,3.0,25.0%,0.8,2.5,30.0%,0.0,0.5,0.0%,0.0,0.0,--,0.8,0.5,1.3,0.3,0.0,0.3,0.0,2.3
Abby Meyers,6904,Hardship,9,0,4.1,1.4,0.6,1.4,38.5%,0.6,1.0,55.6%,0.0,0.4,0.0%,0.3,0.3,100.0%,0.1,0.3,0.4,0.0,0.1,0.1,0.2,0.6
Abby Meyers,6093,Hardship,9,0,4.1,1.4,0.6,1.4,38.5%,0.6,1.0,55.6%,0.0,0.4,0.0%,0.3,0.3,100.0%,0.1,0.3,0.4,0.0,0.1,0.1,0.2,0.6
Linnae Harper,17873,Hardship,14,0,5.2,1.4,0.6,1.9,30.8%,0.3,1.1,26.7%,0.3,0.8,36.4%,0.0,0.0,--,0.2,0.4,0.6,0.3,0.3,0.1,0.0,0.8
Arella Guirantes,24372,UFA,9,0,5.3,1.3,0.4,1.8,25.0%,0.3,1.1,30.0%,0.1,0.7,16.7%,0.3,0.6,60.0%,0.1,0.6,0.7,0.3,0.3,0.1,0.4,0.3
Victaria Saxton,62285,Rookie,15,0,3.6,1.3,0.4,1.2,33.3%,0.3,1.1,31.3%,0.1,0.1,50.0%,0.4,0.5,85.7%,0.1,0.5,0.7,0.0,0.4,0.1,0.0,0.6
Sydney Colson,74305,UFA,28,0,4.8,1.3,0.4,1.0,44.4%,0.2,0.4,54.5%,0.2,0.6,37.5%,0.2,0.2,83.3%,0.1,0.3,0.4,0.8,0.2,0.3,0.0,0.9
Jocelyn Willoughby,79690,Rookie,29,0,6.6,1.2,0.4,1.0,40.0%,0.2,0.5,35.7%,0.2,0.6,43.8%,0.1,0.1,100.0%,0.3,0.4,0.8,0.4,0.3,0.1,0.0,0.7
Evina Westbrook,20040,Reserved,18,0,7.1,1.1,0.3,1.7,16.7%,0.2,0.8,21.4%,0.1,0.9,12.5%,0.4,0.4,100.0%,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9
Evina Westbrook,8530,Hardship,18,0,7.1,1.1,0.3,1.7,16.7%,0.2,0.8,21.4%,0.1,0.9,12.5%,0.4,0.4,100.0%,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9
Evina Westbrook,8529,Hardship,18,0,7.1,1.1,0.3,1.7,16.7%,0.2,0.8,21.4%,0.1,0.9,12.5%,0.4,0.4,100.0%,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9
Kayana Traylor,10561,Hardship,8,0,4.4,1.0,0.4,1.3,30.0%,0.4,1.1,33.3%,0.0,0.1,0.0%,0.3,0.3,100.0%,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.6
Alaina Coates,10176,Hardship,12,0,2.9,0.9,0.4,0.5,83.3%,0.4,0.5,83.3%,0.0,0.0,--,0.1,0.3,25.0%,0.2,0.7,0.8,0.0,0.6,0.3,0.0,0.8
Alaina Coates,9207,Hardship,12,0,2.9,0.9,0.4,0.5,83.3%,0.4,0.5,83.3%,0.0,0.0,--,0.1,0.3,25.0%,0.2,0.7,0.8,0.0,0.6,0.3,0.0,0.8
Alaina Coates,1454,Hardship,12,0,2.9,0.9,0.4,0.5,83.3%,0.4,0.5,83.3%,0.0,0.0,--,0.1,0.3,25.0%,0.2,0.7,0.8,0.0,0.6,0.3,0.0,0.8
Leigha Brown,65290,,25,0,5.2,0.8,0.3,1.0,30.8%,0.3,0.6,43.8%,0.0,0.4,10.0%,0.2,0.2,66.7%,0.2,0.6,0.8,0.4,0.4,0.2,0.1,0.8
Taylor Soule,38183,Hardship,15,0,3.5,0.6,0.1,0.9,14.3%,0.1,0.7,18.2%,0.0,0.2,0.0%,0.3,0.5,62.5%,0.2,0.3,0.5,0.2,0.3,0.0,0.1,0.4
Khaalia Hillsman,3656,Hardship,1,0,0.9,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Cox,8666,UFA,1,0,0.1,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorela Cubaj,9749,UFA,3,0,6.2,0.0,0.0,0.3,0.0%,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,2.3,2.3,0.0,0.3,0.0,0.3,1.3
Sam Thomas,1625,Hardship,1,0,10.8,0.0,0.0,2.0,0.0%,0.0,2.0,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Christyn Williams,1625,Hardship,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Diamond DeShields,154500,RFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Isabelle Harrison,160000,UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Katie Lou Samuelson,130000,,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Lou Lopez Sénéchal,71300,Rookie,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Natalie Achonwa,155100,UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Riquna Williams,149350,UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Skylar Diggins,234350,,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
