player,salary,signing,g_sal,gs_sal,min,pts_sal,fgm,fga_sal,fgpct,2pm,2pa,2ppct,3pm,3pa,3ppct,ftm,fta_sal,ftpct,orb_sal,drb,trb_sal,ast_sal,tov_sal,stl_sal,blk_sal,pf_sal,team,pos,g,mp,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct_x,fg3_per_g,fg3a_per_g,fg3_pct_x,fg2_per_g,fg2a_per_g,fg2_pct_x,ft_per_g,fta_per_g,ft_pct_x,orb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,per,ts_pct_x,efg_pct_x,fg3a_per_fga_pct_x,fta_per_fga_pct_x,orb_pct_x,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct_x,usg_pct,off_rtg_x,def_rtg_x,ows,dws,ws,ws_per_40,fg,fga,fg_pct_y,fg3,fg3a,fg3_pct_y,fg2,fg2a,fg2_pct_y,ft,fta,ft_pct_y,orb,trb,ast,stl,blk,tov,pf,pts,ranker,age,wins_adv,losses_adv,wins_pyth,losses_pyth,mov,sos,srs,off_rtg_y,def_rtg_y,net_rtg,pace,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,arena_name,team_name,wins_stand,losses_stand,win_loss_pct,gb,group,rookie_flag,hardship_flag,vet_flag,unknown_flag,avail_rate,start_rate,team_min,starter,rotation,pts40,ast40,reb40,stocks,stocks40,pps,three_rate,ast_tov,ws_game,ws40,ts_diff,efg_diff,team_power,ws_rookie,ws_vet,ws_hardship,pts_rookie,pts_vet,pts_hardship,pca1,pca2
Kate Martin,68595,Rookie,42,4,16.4,6.2,2.0,6.3,32.3%,0.7,2.0,35.4%,1.4,4.4,31.0%,0.8,1.0,78.0%,0.5,2.2,2.7,1.0,0.8,0.4,0.1,1.1,GSV,G,42,687,4,16.4,2.0,6.3,0.323,1.4,4.4,0.31,0.7,2.0,0.354,0.8,1.0,0.78,0.5,2.7,1.0,0.4,0.1,0.8,1.1,6.2,9.4,0.459,0.43,0.692,0.154,3.5,9.5,10.9,1.3,0.6,10.7,21.6,93.0,104.0,-0.4,1.0,0.6,0.032,86,266,0.323,57,184,0.31,29,82,0.354,32,41,0.78,20,112,40,17,4,34,48,261,8.0,27.0,23.0,21.0,25.0,19.0,1.39,0.08,1.47,103.9,102.1,1.8,74.6,0.282,0.458,0.531,0.482,14.9,26.0,0.15873015873015872,0.472,13.9,76.0,0.215,Chase Center,GSV,23.0,21.0,0.523,11.0,rookie,1,0,0,0,0.9545454545454546,0.09523809523809523,15.613636363636363,0,1,15.121951219512198,2.439024390243903,6.585365853658538,0.5,1.2195121951219514,0.9198813056379822,0.6984126984126985,1.25,0.014285714285714285,0.034934497816593885,-0.07200000000000001,-0.05199999999999999,0.17357702568400166,0.6,0.0,0.0,6.2,0.0,0.0,0.13047802284905718,-0.5708668246436674
Li Yueru,66079,,31,12,16.8,6.0,2.0,4.9,40.5%,1.4,3.2,42.9%,0.6,1.8,36.4%,1.4,1.6,86.0%,1.7,2.9,4.5,0.9,1.0,0.3,0.3,1.8,TOT,C,31,519,12,16.7,2.0,4.9,0.405,0.6,1.8,0.364,1.4,3.2,0.429,1.4,1.6,0.86,1.7,4.5,0.9,0.3,0.3,1.0,1.8,6.0,13.6,0.534,0.471,0.359,0.327,11.1,15.7,8.7,0.9,1.7,14.6,17.3,108.0,111.0,0.7,0.2,0.9,0.071,62,153,0.405,20,55,0.364,42,98,0.429,43,50,0.86,52,141,29,9,9,30,57,187,,,,,,,,,,,,,,,,,,,,0.32653061224489793,,,,,,,,,,,unknown,0,0,0,1,0.7045454545454546,0.3870967741935484,11.795454545454545,0,1,14.371257485029941,2.155688622754491,10.778443113772456,0.6,1.437125748502994,1.0706638115631693,0.36734693877551017,0.9,0.02903225806451613,0.06936416184971098,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,0.0,-0.36720745718170356,-0.7676219049904833
Kitija Laksa,80000,UFA,33,5,19.0,5.9,2.0,5.5,36.7%,0.8,1.8,46.7%,1.2,3.6,31.7%,0.8,1.0,81.3%,0.3,0.9,1.2,0.6,0.6,0.4,0.2,1.5,PHO,G,33,626,5,19.0,2.0,5.5,0.367,1.2,3.6,0.317,0.8,1.8,0.467,0.8,1.0,0.813,0.3,1.2,0.6,0.4,0.2,0.6,1.5,5.9,7.4,0.505,0.472,0.667,0.178,2.0,3.7,5.3,1.0,0.9,8.9,15.3,99.0,109.0,0.2,0.5,0.6,0.04,66,180,0.367,38,120,0.317,28,60,0.467,26,32,0.813,11,40,21,12,6,19,48,196,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.18181818181818182,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.75,0.15151515151515152,14.227272727272727,0,1,12.421052631578947,1.263157894736842,2.526315789473684,0.6000000000000001,1.2631578947368423,0.9932659932659933,0.6545454545454545,1.0,0.01818181818181818,0.038338658146964855,-0.03700000000000003,-0.030000000000000027,0.5112900678967056,0.0,0.6,0.0,0.0,5.9,0.0,-0.8966421843990774,-0.7721256102417025
Jade Melbourne,66710,,43,12,23.4,5.9,2.1,5.2,40.0%,1.5,3.0,49.2%,0.6,2.2,27.4%,1.1,1.7,67.1%,0.4,1.5,1.9,2.9,1.7,0.6,0.2,2.3,WAS,G,43,1008,12,23.4,2.1,5.2,0.4,0.6,2.2,0.274,1.5,3.0,0.492,1.1,1.7,0.671,0.4,1.9,2.9,0.6,0.2,1.7,2.3,5.9,7.4,0.496,0.458,0.422,0.324,2.1,4.9,20.2,1.3,0.8,21.9,15.1,93.0,109.0,-0.5,0.7,0.2,0.007,90,225,0.4,26,95,0.274,64,130,0.492,49,73,0.671,17,80,124,26,8,72,101,255,10.0,24.8,16.0,28.0,14.0,30.0,-4.43,0.21,-4.23,100.0,105.7,-5.7,76.9,0.325,0.269,0.53,0.483,16.4,23.5,0.3269230769230769,0.505,14.3,77.6,0.225,,WAS,16.0,28.0,0.364,18.0,unknown,0,0,0,1,0.9772727272727273,0.27906976744186046,22.90909090909091,0,1,10.085470085470087,4.957264957264957,3.247863247863248,0.8,1.3675213675213678,0.991930060524546,0.4230769230769231,1.7058823529411764,0.004651162790697674,0.007936507936507936,-0.03400000000000003,-0.024999999999999967,-0.8949866139096142,0.0,0.0,0.0,0.0,0.0,0.0,0.6752769298128264,1.3130366044725519
Michaela Onyenwere,125000,RFA,42,22,16.9,5.8,2.1,5.0,42.2%,1.5,3.4,45.5%,0.6,1.6,35.3%,1.0,1.2,84.3%,0.4,1.2,1.6,1.1,1.3,0.4,0.1,1.8,CHI,F,42,711,22,16.9,2.1,5.0,0.422,0.6,1.6,0.353,1.5,3.4,0.455,1.0,1.2,0.843,0.4,1.6,1.1,0.4,0.1,1.3,1.8,5.8,7.8,0.525,0.479,0.322,0.242,2.8,5.7,11.7,1.2,0.5,19.3,18.3,94.0,116.0,-0.3,-0.2,-0.5,-0.026,89,211,0.422,24,68,0.353,65,143,0.455,43,51,0.843,17,69,48,16,4,56,75,245,12.0,27.7,10.0,34.0,7.0,37.0,-10.05,0.92,-9.13,98.8,111.9,-13.1,76.7,0.259,0.306,0.516,0.476,17.4,29.1,0.24,0.521,12.6,74.7,0.215,,CHI,10.0,34.0,0.227,24.0,veteran,0,0,1,0,0.9545454545454546,0.5238095238095238,16.15909090909091,1,1,13.727810650887575,2.6035502958579886,3.7869822485207103,0.5,1.183431952662722,1.049204052098408,0.32,0.8461538461538461,-0.011904761904761904,-0.02812939521800281,0.009000000000000008,0.0030000000000000027,-1.8591173596021162,-0.0,-0.5,-0.0,0.0,5.8,0.0,-0.23578841650319796,-0.22893081974929794
Te-Hina Paopao,69267,Rookie,43,15,16.7,5.8,2.2,5.1,44.0%,1.0,2.0,52.3%,1.2,3.1,38.6%,0.2,0.3,53.8%,0.2,1.4,1.6,2.4,1.0,0.5,0.2,1.1,ATL,G,43,720,15,16.7,2.2,5.1,0.44,1.2,3.1,0.386,1.0,2.0,0.523,0.2,0.3,0.538,0.2,1.6,2.4,0.5,0.2,1.0,1.1,5.8,13.1,0.559,0.557,0.606,0.06,1.7,5.7,23.7,1.5,1.1,16.4,17.1,108.0,104.0,1.0,1.1,2.1,0.115,96,218,0.44,51,132,0.386,45,86,0.523,7,13,0.538,10,69,105,20,9,44,48,250,2.0,27.8,30.0,14.0,35.0,9.0,7.59,-1.1,6.49,110.5,100.5,10.0,76.2,0.275,0.418,0.555,0.514,12.9,26.7,0.058823529411764705,0.478,13.4,79.8,0.181,,ATL,30.0,14.0,0.682,4.0,rookie,1,0,0,0,0.9772727272727273,0.3488372093023256,16.363636363636363,0,1,13.892215568862277,5.748502994011976,3.832335329341318,0.7,1.6766467065868265,1.1085626911314985,0.607843137254902,2.4,0.04883720930232558,0.11666666666666667,0.0040000000000000036,0.04300000000000004,1.2293152868634125,2.1,0.0,0.0,5.8,0.0,0.0,0.5358612899177465,1.2980612256695898
Teaira McCowan,201400,RFA,17,0,12.9,5.6,2.1,3.9,53.7%,2.1,3.8,53.8%,0.1,0.1,50.0%,1.3,1.7,75.9%,1.8,2.8,4.6,0.6,0.9,0.3,0.7,1.4,DAL,C,17,219,0,12.9,2.1,3.9,0.537,0.1,0.1,0.5,2.1,3.8,0.538,1.3,1.7,0.759,1.8,4.6,0.6,0.3,0.7,0.9,1.4,5.6,20.3,0.596,0.545,0.03,0.433,15.1,20.4,7.8,1.2,5.2,16.7,19.0,113.0,108.0,0.5,0.2,0.7,0.127,36,67,0.537,1,2,0.5,35,65,0.538,22,29,0.759,30,78,10,5,12,16,24,95,11.0,25.4,10.0,34.0,11.0,33.0,-6.3,0.92,-5.38,103.3,111.2,-7.9,78.8,0.257,0.302,0.514,0.469,13.9,27.6,0.4358974358974359,0.531,14.2,75.7,0.255,,DAL,10.0,34.0,0.227,24.0,veteran,0,0,1,0,0.38636363636363635,0.0,4.9772727272727275,0,0,17.364341085271317,1.8604651162790695,14.263565891472865,1.0,3.1007751937984493,1.2048192771084338,0.025641025641025644,0.6666666666666666,0.041176470588235294,0.1278538812785388,0.08199999999999996,0.07600000000000007,-1.3615149941003584,0.0,0.7,0.0,0.0,5.6,0.0,-1.475747373879377,-0.8795416159588084
Nyara Sabally,79999,Rookie,17,10,17.9,5.4,2.2,4.5,48.7%,2.1,4.1,52.2%,0.1,0.4,14.3%,1.0,1.5,68.0%,1.6,2.9,4.5,0.8,0.9,0.5,1.0,2.2,NYL,F,17,305,10,17.9,2.2,4.5,0.487,0.1,0.4,0.143,2.1,4.1,0.522,1.0,1.5,0.68,1.6,4.5,0.8,0.5,1.0,0.9,2.2,5.4,13.5,0.529,0.493,0.092,0.329,10.9,14.6,6.9,1.5,5.1,15.5,15.6,104.0,101.0,0.3,0.6,0.8,0.109,37,76,0.487,1,7,0.143,36,69,0.522,17,25,0.68,27,77,13,9,17,16,37,92,3.0,29.4,27.0,17.0,29.0,15.0,4.07,-0.28,3.79,108.3,103.1,5.2,77.9,0.286,0.41,0.574,0.526,14.9,20.8,0.3333333333333333,0.483,13.9,73.6,0.183,,NYL,27.0,17.0,0.614,7.0,rookie,1,0,0,0,0.38636363636363635,0.5882352941176471,6.931818181818182,1,1,12.067039106145254,1.7877094972067042,10.05586592178771,1.5,3.3519553072625703,1.0465116279069768,0.08888888888888889,0.888888888888889,0.047058823529411764,0.10491803278688525,-0.04499999999999993,-0.03300000000000003,0.6796248973640951,0.8,0.0,0.0,5.4,0.0,0.0,-1.6190175788752221,-0.6248422692223577
Maya Caldwell,66079,Reserved,41,16,18.5,5.4,2.0,4.8,42.6%,1.1,2.1,51.8%,1.0,2.7,35.5%,0.4,0.5,80.0%,0.8,2.3,3.1,1.8,1.0,0.9,0.2,1.6,ATL,G,41,760,16,18.5,2.0,4.8,0.426,1.0,2.7,0.355,1.1,2.1,0.518,0.4,0.5,0.8,0.8,3.1,1.8,0.9,0.2,1.0,1.6,5.4,12.7,0.542,0.526,0.564,0.103,5.2,9.9,15.2,2.6,0.8,16.4,14.7,107.0,100.0,0.8,1.5,2.4,0.125,83,195,0.426,39,110,0.355,44,85,0.518,16,20,0.8,33,127,74,37,7,40,65,221,2.0,27.8,30.0,14.0,35.0,9.0,7.59,-1.1,6.49,110.5,100.5,10.0,76.2,0.275,0.418,0.555,0.514,12.9,26.7,0.10416666666666667,0.478,13.4,79.8,0.181,,ATL,30.0,14.0,0.682,4.0,controlled,0,0,0,0,0.9318181818181818,0.3902439024390244,17.272727272727273,0,1,11.675675675675677,3.891891891891892,6.7027027027027035,1.1,2.3783783783783785,1.0756972111553786,0.5625000000000001,1.8,0.058536585365853655,0.12631578947368421,-0.013000000000000012,0.01200000000000001,1.2293152868634125,0.0,0.0,0.0,0.0,0.0,0.0,0.3321151421644909,0.32836153366607673
Aaliyah Edwards,74909,Rookie,36,0,14.8,5.4,1.9,4.3,44.8%,1.9,4.0,47.6%,0.0,0.3,0.0%,1.6,2.4,64.4%,1.3,2.4,3.7,0.6,1.1,0.6,0.4,1.6,TOT,F,36,534,0,14.8,1.9,4.3,0.448,0.0,0.3,0.0,1.9,4.0,0.476,1.6,2.4,0.644,1.3,3.7,0.6,0.6,0.4,1.1,1.6,5.4,13.0,0.504,0.448,0.058,0.565,10.5,15.0,6.6,2.2,2.5,17.6,20.0,95.0,106.0,-0.2,0.6,0.4,0.033,69,154,0.448,0,9,0.0,69,145,0.476,56,87,0.644,47,132,20,23,14,41,56,194,,,,,,,,,,,,,,,,,,,,0.5581395348837209,,,,,,,,,,,rookie,1,0,0,0,0.8181818181818182,0.0,12.136363636363637,0,0,14.594594594594595,1.6216216216216215,10.0,1.0,2.7027027027027026,1.008215085884989,0.06976744186046512,0.5454545454545454,0.011111111111111112,0.0299625468164794,,,0.24831765944039572,0.4,0.0,0.0,5.4,0.0,0.0,-0.4040276563069353,-1.0356528516724945
Julie Allemand,85000,SuspCE,34,27,28.3,5.4,2.1,4.7,44.0%,1.2,1.7,72.4%,0.8,3.0,27.7%,0.4,0.6,78.9%,0.4,3.4,3.7,5.0,1.6,1.3,0.0,1.6,LAS,G,34,963,27,28.3,2.1,4.7,0.44,0.8,3.0,0.277,1.2,1.7,0.724,0.4,0.6,0.789,0.4,3.7,5.0,1.3,0.0,1.6,1.6,5.4,11.5,0.547,0.528,0.635,0.119,1.6,7.9,25.7,2.4,0.1,24.1,10.2,110.0,111.0,1.2,0.4,1.5,0.064,70,159,0.44,28,101,0.277,42,58,0.724,15,19,0.789,13,127,170,45,1,53,55,183,9.0,28.3,21.0,23.0,18.0,26.0,-2.57,0.38,-2.19,107.5,110.7,-3.2,79.0,0.304,0.382,0.563,0.521,15.7,24.1,0.1276595744680851,0.524,13.8,73.6,0.189,,LAS,21.0,23.0,0.477,13.0,hardship,0,1,0,0,0.7727272727272727,0.7941176470588235,21.886363636363637,1,1,7.632508833922262,7.06713780918728,5.229681978798587,1.3,1.8374558303886928,1.087832393231265,0.6382978723404255,3.125,0.04411764705882353,0.06230529595015576,-0.015999999999999903,0.007000000000000006,-0.4043709924578387,0.0,0.0,1.5,0.0,0.0,5.4,0.7009575988130845,2.5099152629987653
Laeticia Amihere,53307,UFA,29,0,13.3,5.4,1.8,3.9,45.6%,1.7,3.2,52.7%,0.1,0.7,14.3%,1.7,2.2,77.8%,1.2,3.1,4.3,0.9,1.1,0.6,0.4,1.2,GSV,F,29,385,0,13.3,1.8,3.9,0.456,0.1,0.7,0.143,1.7,3.2,0.527,1.7,2.2,0.778,1.2,4.3,0.9,0.6,0.4,1.1,1.2,5.4,18.3,0.55,0.469,0.184,0.553,10.8,19.0,13.3,2.4,3.6,18.4,21.0,105.0,96.0,0.5,1.0,1.5,0.156,52,114,0.456,3,21,0.143,49,93,0.527,49,63,0.778,35,125,27,17,13,32,36,156,8.0,27.0,23.0,21.0,25.0,19.0,1.39,0.08,1.47,103.9,102.1,1.8,74.6,0.282,0.458,0.531,0.482,14.9,26.0,0.5641025641025642,0.472,13.9,76.0,0.215,Chase Center,GSV,23.0,21.0,0.523,11.0,veteran,0,0,1,0,0.6590909090909091,0.0,8.75,0,0,16.2406015037594,2.706766917293233,12.932330827067668,1.0,3.007518796992481,1.1092851273623665,0.1794871794871795,0.8181818181818181,0.05172413793103448,0.15584415584415584,0.019000000000000017,-0.013000000000000012,0.17357702568400166,0.0,1.5,0.0,0.0,5.4,0.0,-0.4606909532899075,-0.6443102092054607
Lexi Held,66079,UFA,32,0,14.7,5.3,1.9,5.1,37.8%,1.1,2.3,46.6%,0.9,2.8,30.8%,0.6,0.7,81.8%,0.3,0.7,1.1,1.1,0.9,0.7,0.2,1.2,PHO,G,32,471,0,14.7,1.9,5.1,0.378,0.9,2.8,0.308,1.1,2.3,0.466,0.6,0.7,0.818,0.3,1.1,1.1,0.7,0.2,0.9,1.2,5.3,9.8,0.489,0.463,0.555,0.134,2.6,4.1,12.2,2.5,1.0,13.9,19.3,94.0,105.0,-0.2,0.6,0.4,0.034,62,164,0.378,28,91,0.308,34,73,0.466,18,22,0.818,11,34,35,23,5,28,38,170,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.13725490196078433,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.7272727272727273,0.0,10.704545454545455,0,0,14.421768707482991,2.993197278911565,2.993197278911565,0.8999999999999999,2.4489795918367343,0.9800295857988166,0.5490196078431373,1.2222222222222223,0.0125,0.03397027600849257,-0.05300000000000005,-0.03899999999999998,0.5112900678967056,0.0,0.4,0.0,0.0,5.3,0.0,-0.9482436988803713,-0.05849072020818407
Kathryn Westbeld,66079,UFA,43,24,18.4,5.1,1.8,5.0,35.8%,0.8,2.0,41.7%,1.0,3.0,32.1%,0.6,0.7,78.1%,0.7,1.8,2.5,0.9,0.6,0.8,0.6,1.5,PHO,F,43,792,24,18.4,1.8,5.0,0.358,1.0,3.0,0.321,0.8,2.0,0.417,0.6,0.7,0.781,0.7,2.5,0.9,0.8,0.6,0.6,1.5,5.1,10.5,0.482,0.456,0.609,0.149,4.3,7.9,7.6,2.3,2.9,9.5,14.4,100.0,103.0,0.3,1.3,1.6,0.08,77,215,0.358,42,131,0.321,35,84,0.417,25,32,0.781,30,109,39,36,24,24,66,221,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.13999999999999999,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.9772727272727273,0.5581395348837209,18.0,1,1,11.08695652173913,1.956521739130435,5.434782608695653,1.4,3.0434782608695654,0.9608138658628484,0.6,1.5,0.037209302325581395,0.0808080808080808,-0.06000000000000005,-0.045999999999999985,0.5112900678967056,0.0,1.6,0.0,0.0,5.1,0.0,-0.10606017620898638,-0.5574172378405393
Shey Peddy,13911,Hardship,15,5,17.6,5.1,1.8,3.7,49.1%,0.7,1.3,55.0%,1.1,2.3,45.7%,0.5,0.6,77.8%,0.5,1.2,1.7,2.1,0.9,0.4,0.0,1.3,TOT,G,15,265,5,17.7,1.8,3.7,0.491,1.1,2.3,0.457,0.7,1.3,0.55,0.5,0.6,0.778,0.5,1.7,2.1,0.4,0.0,0.9,1.3,5.1,12.1,0.653,0.636,0.636,0.164,3.2,5.7,17.5,1.2,0.0,18.1,12.2,121.0,112.0,0.6,0.1,0.7,0.099,27,55,0.491,16,35,0.457,11,20,0.55,7,9,0.778,7,25,31,6,0,13,20,77,,,,,,,,,,,,,,,,,,,,0.16216216216216214,,,,,,,,,,,hardship,0,1,0,0,0.3409090909090909,0.3333333333333333,6.0227272727272725,0,1,11.525423728813559,4.7457627118644075,3.84180790960452,0.4,0.9039548022598871,1.2865792129162459,0.6216216216216215,2.3333333333333335,0.04666666666666666,0.10566037735849056,,,0.24831765944039572,0.0,0.0,0.7,0.0,0.0,5.1,-1.7414760176336401,0.8305862097695008
Shey Peddy,9440,Hardship,15,5,17.6,5.1,1.8,3.7,49.1%,0.7,1.3,55.0%,1.1,2.3,45.7%,0.5,0.6,77.8%,0.5,1.2,1.7,2.1,0.9,0.4,0.0,1.3,TOT,G,15,265,5,17.7,1.8,3.7,0.491,1.1,2.3,0.457,0.7,1.3,0.55,0.5,0.6,0.778,0.5,1.7,2.1,0.4,0.0,0.9,1.3,5.1,12.1,0.653,0.636,0.636,0.164,3.2,5.7,17.5,1.2,0.0,18.1,12.2,121.0,112.0,0.6,0.1,0.7,0.099,27,55,0.491,16,35,0.457,11,20,0.55,7,9,0.778,7,25,31,6,0,13,20,77,,,,,,,,,,,,,,,,,,,,0.16216216216216214,,,,,,,,,,,hardship,0,1,0,0,0.3409090909090909,0.3333333333333333,6.0227272727272725,0,1,11.525423728813559,4.7457627118644075,3.84180790960452,0.4,0.9039548022598871,1.2865792129162459,0.6216216216216215,2.3333333333333335,0.04666666666666666,0.10566037735849056,,,0.24831765944039572,0.0,0.0,0.7,0.0,0.0,5.1,-1.7414760176336401,0.8305862097695008
Shey Peddy,1987,Hardship,15,5,17.6,5.1,1.8,3.7,49.1%,0.7,1.3,55.0%,1.1,2.3,45.7%,0.5,0.6,77.8%,0.5,1.2,1.7,2.1,0.9,0.4,0.0,1.3,TOT,G,15,265,5,17.7,1.8,3.7,0.491,1.1,2.3,0.457,0.7,1.3,0.55,0.5,0.6,0.778,0.5,1.7,2.1,0.4,0.0,0.9,1.3,5.1,12.1,0.653,0.636,0.636,0.164,3.2,5.7,17.5,1.2,0.0,18.1,12.2,121.0,112.0,0.6,0.1,0.7,0.099,27,55,0.491,16,35,0.457,11,20,0.55,7,9,0.778,7,25,31,6,0,13,20,77,,,,,,,,,,,,,,,,,,,,0.16216216216216214,,,,,,,,,,,hardship,0,1,0,0,0.3409090909090909,0.3333333333333333,6.0227272727272725,0,1,11.525423728813559,4.7457627118644075,3.84180790960452,0.4,0.9039548022598871,1.2865792129162459,0.6216216216216215,2.3333333333333335,0.04666666666666666,0.10566037735849056,,,0.24831765944039572,0.0,0.0,0.7,0.0,0.0,5.1,-1.7414760176336401,0.8305862097695008
Rebecca Allen,160000,UFA,44,17,18.7,5.1,1.9,5.5,34.2%,0.9,2.5,37.0%,1.0,3.0,31.8%,0.4,0.7,61.3%,0.4,2.2,2.6,1.3,0.9,0.5,0.5,1.4,CHI,F-G,44,821,17,18.7,1.9,5.5,0.342,1.0,3.0,0.318,0.9,2.5,0.37,0.4,0.7,0.613,0.4,2.6,1.3,0.5,0.5,0.9,1.4,5.1,7.9,0.444,0.429,0.55,0.129,2.3,8.1,11.5,1.5,2.6,13.3,16.0,90.0,112.0,-0.6,0.2,-0.5,-0.022,82,240,0.342,42,132,0.318,40,108,0.37,19,31,0.613,16,113,57,23,23,39,62,225,12.0,27.7,10.0,34.0,7.0,37.0,-10.05,0.92,-9.13,98.8,111.9,-13.1,76.7,0.259,0.306,0.516,0.476,17.4,29.1,0.12727272727272726,0.521,12.6,74.7,0.215,,CHI,10.0,34.0,0.227,24.0,veteran,0,0,1,0,1.0,0.38636363636363635,18.65909090909091,0,1,10.909090909090908,2.7807486631016047,5.5614973262032095,1.0,2.1390374331550803,0.878099173553719,0.5454545454545454,1.4444444444444444,-0.011363636363636364,-0.024360535931790498,-0.07200000000000001,-0.046999999999999986,-1.8591173596021162,-0.0,-0.5,-0.0,0.0,5.1,0.0,-0.23471750602422756,-0.0026954779130020606
Kalani Brown,128750,UFA,29,1,12.8,5.1,2.0,3.3,61.5%,1.9,3.0,63.6%,0.1,0.3,37.5%,0.9,1.2,77.1%,1.2,2.8,4.0,0.6,0.8,0.2,0.6,1.6,PHO,C,29,370,1,12.8,2.0,3.3,0.615,0.1,0.3,0.375,1.9,3.0,0.636,0.9,1.2,0.771,1.2,4.0,0.6,0.2,0.6,0.8,1.6,5.1,18.8,0.664,0.63,0.083,0.365,10.9,18.1,7.4,1.0,4.6,17.1,16.3,119.0,100.0,1.0,0.7,1.7,0.187,59,96,0.615,3,8,0.375,56,88,0.636,27,35,0.771,36,117,16,7,18,23,46,148,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.36363636363636365,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.6590909090909091,0.034482758620689655,8.409090909090908,0,0,15.937499999999998,1.875,12.5,0.8,2.5,1.3322884012539185,0.09090909090909091,0.7499999999999999,0.05862068965517241,0.1837837837837838,0.122,0.128,0.5112900678967056,0.0,1.7,0.0,0.0,5.1,0.0,-0.7811821024246988,-0.9668686877381617
Cameron Brink,78066,Rookie,19,0,12.9,5.1,1.8,4.3,42.7%,1.3,2.5,52.1%,0.5,1.8,29.4%,0.8,1.1,76.2%,1.4,2.9,4.3,0.5,1.3,0.5,1.4,2.5,LAS,F,19,244,0,12.8,1.8,4.3,0.427,0.5,1.8,0.294,1.3,2.5,0.521,0.8,1.1,0.762,1.4,4.3,0.5,0.5,1.4,1.3,2.5,5.1,15.3,0.526,0.488,0.415,0.256,13.0,20.1,6.0,2.1,9.8,21.5,21.3,94.0,102.0,-0.1,0.4,0.3,0.055,35,82,0.427,10,34,0.294,25,48,0.521,16,21,0.762,26,82,9,10,26,25,48,96,9.0,28.3,21.0,23.0,18.0,26.0,-2.57,0.38,-2.19,107.5,110.7,-3.2,79.0,0.304,0.382,0.563,0.521,15.7,24.1,0.2558139534883721,0.524,13.8,73.6,0.189,,LAS,21.0,23.0,0.477,13.0,rookie,1,0,0,0,0.4318181818181818,0.0,5.545454545454546,0,0,15.937499999999998,1.5625,13.4375,1.9,5.9375,1.0660535117056855,0.4186046511627907,0.3846153846153846,0.015789473684210527,0.04918032786885246,-0.03699999999999992,-0.03300000000000003,-0.4043709924578387,0.3,0.0,0.0,5.1,0.0,0.0,-1.6107353716256152,-0.9088746543542345
Isabelle Harrison,78831,UFA,34,1,10.6,4.9,1.9,3.9,48.5%,1.8,3.5,51.3%,0.1,0.4,26.7%,1.0,1.3,76.7%,0.9,1.8,2.6,0.7,0.7,0.6,0.1,1.3,NYL,F,34,360,1,10.6,1.9,3.9,0.485,0.1,0.4,0.267,1.8,3.5,0.513,1.0,1.3,0.767,0.9,2.6,0.7,0.6,0.1,0.7,1.3,4.9,17.2,0.546,0.5,0.112,0.321,9.9,14.3,11.9,2.9,0.5,13.1,22.6,106.0,101.0,0.5,0.7,1.2,0.135,65,134,0.485,4,15,0.267,61,119,0.513,33,43,0.767,29,89,24,20,2,23,44,167,3.0,29.4,27.0,17.0,29.0,15.0,4.07,-0.28,3.79,108.3,103.1,5.2,77.9,0.286,0.41,0.574,0.526,14.9,20.8,0.33333333333333337,0.483,13.9,73.6,0.183,,NYL,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.7727272727272727,0.029411764705882353,8.181818181818182,0,0,18.49056603773585,2.641509433962264,9.81132075471698,0.7,2.641509433962264,1.0957066189624332,0.10256410256410257,1.0,0.03529411764705882,0.13333333333333333,-0.027999999999999914,-0.026000000000000023,0.6796248973640951,0.0,1.2,0.0,0.0,4.9,0.0,-0.5772098835341989,-0.6787996419394641
